2
v,132
-7631.171875,1187.633544921875
-7647.2529296875,623.5159912109375
-7410.45703125,125.39652252197266
-6973.7958984375,-319.56573486328125
-6390.28515625,-724.2127075195312
-5712.935546875,-1101.3846435546875
-4994.7626953125,-1463.9229736328125
-4288.779296875,-1824.6689453125
-3647.998779296875,-2196.463623046875
-3125.43505859375,-2592.148193359375
-2774.100830078125,-3024.5634765625
-2647.010986328125,-3506.551513671875
-2755.468017578125,-4005.89501953125
-3053.91650390625,-4318.21533203125
-3511.517333984375,-4470.21240234375
-4097.4287109375,-4488.5859375
-4780.81201171875,-4400.03515625
-5530.826171875,-4231.26025390625
-6316.63134765625,-4008.9609375
-7107.3876953125,-3759.835693359375
-7872.25390625,-3510.584716796875
-8580.3916015625,-3287.9072265625
-9200.9580078125,-3118.50146484375
-9723.236328125,-3064.33154296875
-10161.6826171875,-3155.352783203125
-10523.23828125,-3370.253173828125
-10814.8359375,-3687.7216796875
-11043.4111328125,-4086.4482421875
-11215.8994140625,-4545.12109375
-11339.2353515625,-5042.4296875
-11420.35546875,-5557.06298828125
-11466.1953125,-6067.70849609375
-11483.6884765625,-6553.05810546875
-11479.7734375,-6991.79638671875
-11428.6337890625,-7561.37060546875
-11312.0400390625,-8136.27734375
-11134.2236328125,-8707.9853515625
-10899.4140625,-9267.96875
-10611.8427734375,-9807.6953125
-10275.736328125,-10318.6396484375
-9895.3271484375,-10792.2705078125
-9474.845703125,-11220.0595703125
-9018.521484375,-11593.4775390625
-8530.5849609375,-11903.9970703125
-8015.2646484375,-12143.0859375
-7098.60888671875,-12352.8994140625
-6152.41455078125,-12330.5927734375
-5185.55419921875,-12123.5546875
-4206.900390625,-11779.173828125
-3225.324951171875,-11344.8349609375
-2249.70068359375,-10867.92578125
-1288.899658203125,-10395.8369140625
-351.7939758300781,-9975.9541015625
552.7437744140625,-9655.6640625
1415.84130859375,-9482.35546875
2228.62646484375,-9503.4140625
2993.2490234375,-9531.3955078125
3746.65185546875,-9372.1162109375
4482.7548828125,-9054.42578125
5195.48193359375,-8607.1787109375
5878.7529296875,-8059.22265625
6526.4912109375,-7439.40869140625
7132.6162109375,-6776.58740234375
7691.05126953125,-6099.6103515625
8195.7158203125,-5437.3271484375
8640.533203125,-4818.59033203125
9019.4208984375,-4272.248046875
9331.9794921875,-3784.4931640625
9589.7236328125,-3325.9140625
9804.46875,-2901.959228515625
9988.029296875,-2518.079345703125
10152.21875,-2179.7216796875
10308.8466796875,-1892.3360595703125
10469.7314453125,-1661.371337890625
10646.681640625,-1492.27685546875
10851.513671875,-1390.5013427734375
11096.041015625,-1361.493408203125
11392.078125,-1410.7020263671875
11751.537109375,-1564.910400390625
12017.7041015625,-1790.9195556640625
12201.7685546875,-2074.021240234375
12314.9140625,-2399.50830078125
12368.3212890625,-2752.6728515625
12373.1748046875,-3118.8076171875
12340.662109375,-3483.2041015625
12281.96484375,-3831.15478515625
12208.267578125,-4147.9521484375
12130.751953125,-4418.888671875
12060.607421875,-4629.255859375
11796.4931640625,-5982.11083984375
11734.275390625,-7134.15576171875
11840.9228515625,-8062.06591796875
12083.40234375,-8742.513671875
12428.6787109375,-9152.171875
12843.720703125,-9267.7177734375
13295.494140625,-9065.8232421875
13750.9658203125,-8523.1611328125
14177.1025390625,-7616.40771484375
14540.87109375,-6322.2353515625
14809.23828125,-4617.314453125
14856.556640625,-3839.431396484375
14850.9990234375,-3096.370361328125
14792.7470703125,-2383.914794921875
14681.982421875,-1697.849853515625
14518.890625,-1033.958984375
14303.6513671875,-388.0271911621094
14036.451171875,244.161865234375
13717.466796875,866.8231811523438
13346.8857421875,1484.1732177734375
12924.888671875,2100.42724609375
12451.6591796875,2719.80029296875
12056.0244140625,3135.80224609375
11602.44921875,3480.525390625
11099.4072265625,3760.9384765625
10555.3779296875,3984.009521484375
9978.83203125,4156.70703125
9378.2470703125,4286.0
8762.0966796875,4378.8564453125
8138.857421875,4442.2451171875
7517.0048828125,4483.13525390625
6905.01318359375,4508.49560546875
6311.3603515625,4525.29296875
4937.564453125,4579.0908203125
3451.635009765625,4653.5390625
1898.0352783203125,4717.939453125
321.22943115234375,4741.59423828125
-1234.3179931640625,4693.8046875
-2724.142822265625,4543.8720703125
-4103.7802734375,4261.099609375
-5328.76611328125,3814.787109375
-6354.6357421875,3174.237548828125
-7136.923828125,2308.752197265625
v,132
