v,77
0.0,114.6050796508789,0.0
-62.86879348754883,145.76535034179688,0.0
-108.89195251464844,125.87200927734375,0.0
-125.73758697509766,63.00321578979492,0.0
-108.8919448852539,-63.75172424316406,0.0
-62.86880111694336,-140.4051971435547,0.0
-1.898584741866216e-05,-157.25083923339844,0.0
62.86876678466797,-140.40521240234375,0.0
108.89192199707031,-63.75175476074219,0.0
125.73758697509766,63.0031623840332,0.0
108.89198303222656,125.8719482421875,0.0
62.86886978149414,145.76531982421875,0.0
0.0,-1.0500564575195312,62.800296783447266
56.45796203613281,134.66131591796875,55.203487396240234
97.78797149658203,119.4610595703125,55.203487396240234
112.91578674316406,63.00316619873047,55.203487396240234
97.78791046142578,-57.340843200683594,55.203487396240234
56.45787048339844,-129.30120849609375,55.203487396240234
-1.7049809684976935e-05,-144.42904663085938,55.203487396240234
-56.45790100097656,-129.3011932373047,55.203487396240234
-97.78793334960938,-57.3408203125,55.203487396240234
-112.91578674316406,63.00321578979492,55.203487396240234
-97.7879409790039,119.46110534667969,55.203487396240234
-56.45789337158203,134.66134643554688,55.203487396240234
0.0,101.78327941894531,55.203487396240234
-38.68748092651367,97.03435516357422,62.800296783447266
-38.68748092651367,81.0530776977539,62.800296783447266
-48.08120346069336,68.12364959716797,62.800296783447266
-63.2805290222168,63.185096740722656,62.800296783447266
-78.4798583984375,68.12364959716797,62.800296783447266
-87.87358093261719,81.0530776977539,62.800296783447266
-87.87358093261719,97.03435516357422,62.800296783447266
-78.4798583984375,109.96378326416016,62.800296783447266
-63.2805290222168,114.90233612060547,62.800296783447266
-48.08120346069336,109.96378326416016,62.800296783447266
-45.48489761352539,76.1144790649414,76.39506530761719
-70.07795715332031,68.12378692626953,76.39506530761719
-85.27711486816406,89.0437240600586,76.39506530761719
-70.07795715332031,109.9636459350586,76.39506530761719
-45.48489761352539,101.97295379638672,76.39506530761719
-49.68587875366211,89.0437240600586,84.79704284667969
-59.07965087890625,76.1145248413086,84.79704284667969
-74.2787857055664,81.05310821533203,84.79704284667969
-74.2787857055664,97.0343246459961,84.79704284667969
-59.07965087890625,101.97290802001953,84.79704284667969
-63.2805290222168,89.0437240600586,88.6589126586914
-40.15189743041992,89.0437240600586,74.3646011352539
-56.133514404296875,111.04033660888672,74.36478424072266
-81.99201965332031,102.63825225830078,74.36478424072266
-81.99201965332031,75.44918060302734,74.36478424072266
-56.133514404296875,67.0470962524414,74.36478424072266
86.40577697753906,97.03435516357422,62.800296783447266
86.40577697753906,81.0530776977539,62.800296783447266
77.01205444335938,68.12364959716797,62.800296783447266
61.8127326965332,63.185096740722656,62.800296783447266
46.6134033203125,68.12364959716797,62.800296783447266
37.21968078613281,81.0530776977539,62.800296783447266
37.21968078613281,97.03435516357422,62.800296783447266
46.6134033203125,109.96378326416016,62.800296783447266
61.8127326965332,114.90233612060547,62.800296783447266
77.01205444335938,109.96378326416016,62.800296783447266
79.60836791992188,76.1144790649414,76.39506530761719
55.01530456542969,68.12378692626953,76.39506530761719
39.81614685058594,89.0437240600586,76.39506530761719
55.01530456542969,109.9636459350586,76.39506530761719
79.60836791992188,101.97295379638672,76.39506530761719
75.40737915039062,89.0437240600586,84.79704284667969
66.01361083984375,76.1145248413086,84.79704284667969
50.814476013183594,81.05310821533203,84.79704284667969
50.814476013183594,97.0343246459961,84.79704284667969
66.01361083984375,101.97290802001953,84.79704284667969
61.8127326965332,89.0437240600586,88.6589126586914
84.94136047363281,89.0437240600586,74.3646011352539
68.95974731445312,111.04033660888672,74.36478424072266
43.10124206542969,102.63825225830078,74.36478424072266
43.10124206542969,75.44918060302734,74.36478424072266
68.95974731445312,67.0470962524414,74.36478424072266
n,77
0.01992858573794365,0.9780572056770325,0.2072817087173462
0.007782219909131527,0.983245313167572,0.1821039468050003
-0.7446516156196594,0.6291390657424927,0.2228461503982544
-0.9725333452224731,0.0638447254896164,0.22370067238807678
-0.921628475189209,-0.32160404324531555,0.21704763174057007
-0.5817743539810181,-0.7816400527954102,0.22476881742477417
0.0,-0.9740592837333679,0.22623370587825775
0.5817743539810181,-0.7816400527954102,0.22476881742477417
0.921628475189209,-0.32160404324531555,0.21704763174057007
0.9725333452224731,0.0638447254896164,0.22370067238807678
0.7358317971229553,0.634937584400177,0.23526719212532043
-0.012176885269582272,0.9768364429473877,0.2135380059480667
0.0,-0.00119022186845541,0.999969482421875
-0.0797143429517746,0.7372661232948303,0.670827329158783
0.5296792387962341,0.4998016357421875,0.6852626204490662
0.6837977170944214,0.04980620741844177,0.7279580235481262
0.6534928679466248,-0.21762749552726746,0.7249366641044617
0.4353160262107849,-0.5669728517532349,0.6993011236190796
0.0,-0.6941739916801453,0.7197484970092773
-0.4353160262107849,-0.5669728517532349,0.6993011236190796
-0.6534928679466248,-0.21762749552726746,0.7249366641044617
-0.6837977170944214,0.04980620741844177,0.7279580235481262
-0.5330973267555237,0.48896756768226624,0.6904202103614807
0.07205419987440109,0.7274696826934814,0.6823022961616516
0.00787377543747425,0.5128330588340759,0.8584246635437012
0.922482967376709,0.3159581422805786,0.221716970205307
0.922482967376709,-0.3159581422805786,0.221716970205307
0.5855586528778076,-0.7796868681907654,0.221716970205307
-0.015442365780472755,-0.9749748110771179,0.221716970205307
-0.5605639815330505,-0.7978453636169434,0.221716970205307
-0.9320352673530579,-0.2865687906742096,0.221716970205307
-0.9320352673530579,0.2865687906742096,0.221716970205307
-0.5605639815330505,0.7978453636169434,0.221716970205307
-0.015442365780472755,0.9749748110771179,0.221716970205307
0.5855586528778076,0.7796868681907654,0.221716970205307
0.6881618499755859,-0.4999847412109375,0.5257118344306946
-0.2628559172153473,-0.808984637260437,0.5257118344306946
-0.8506424427032471,0.0,0.5257118344306946
-0.2628559172153473,0.808984637260437,0.5257118344306946
0.6881618499755859,0.4999847412109375,0.5257118344306946
0.5257118344306946,0.0,0.8506424427032471
0.16245003044605255,-0.4999847412109375,0.8506424427032471
-0.42530596256256104,-0.3089998960494995,0.8506424427032471
-0.42530596256256104,0.3089998960494995,0.8506424427032471
0.16245003044605255,0.4999847412109375,0.8506424427032471
0.0,0.0,1.0
0.8944059610366821,0.0,0.44718772172927856
0.2763756215572357,0.8506424427032471,0.44721823930740356
-0.7235938310623169,0.5257118344306946,0.44718772172927856
-0.7235938310623169,-0.5257118344306946,0.44718772172927856
0.2763756215572357,-0.8506424427032471,0.44721823930740356
0.922482967376709,0.3159581422805786,0.221716970205307
0.922482967376709,-0.3159581422805786,0.221716970205307
0.5855586528778076,-0.7796868681907654,0.221716970205307
-0.015442365780472755,-0.9749748110771179,0.221716970205307
-0.5605639815330505,-0.7978453636169434,0.221716970205307
-0.9320352673530579,-0.2865687906742096,0.221716970205307
-0.9320352673530579,0.2865687906742096,0.221716970205307
