1
v,370
7085.22265625,7251.26171875
6232.80859375,7167.90625
5492.453125,6935.796875
4908.59765625,6581.890625
4525.6953125,6133.125
4388.1796875,5616.44921875
4525.6953125,5099.7734375
4908.59765625,4651.0078125
5492.453125,4297.09765625
6232.80859375,4064.9921875
7085.22265625,3981.63671875
7712.671875,4026.1171875
8287.515625,4152.71875
8792.8515625,4351.1640625
9211.78125,4611.1796875
9527.375,4922.4921875
15865.15625,4263.8046875
16879.21875,3985.55859375
17734.84375,3392.326171875
18416.375,2597.236328125
18908.15625,1713.4111328125
19194.5625,853.9755859375
19380.375,198.2303466796875
19646.09375,-379.0986328125
19982.859375,-877.1279296875
20381.828125,-1294.9736328125
20834.140625,-1631.7509765625
21964.921875,-2078.9609375
23126.234375,-2283.8984375
24300.015625,-2300.591796875
25468.203125,-2183.064453125
26612.765625,-1985.34375
27466.640625,-2615.66796875
28294.625,-3169.7734375
29117.4375,-3655.52734375
29955.75,-4080.79296875
30830.28125,-4453.43359375
30432.65625,-4738.6015625
30046.4375,-5038.65234375
29689.78125,-5360.921875
29380.84375,-5712.75
29137.8125,-6101.47265625
29005.609375,-6601.859375
29045.75,-7064.54296875
29229.4375,-7477.1953125
29527.84375,-7827.4921875
29912.1875,-8103.109375
30513.6875,-8377.328125
31174.59375,-8551.5625
31849.375,-8695.7265625
32352.73828125,-8902.8671875
32727.66796875,-9095.837890625
32908.3125,-9264.2734375
32912.4765625,-9407.85546875
32794.69921875,-9537.76171875
32569.30078125,-9676.359375
32191.630859375,-9853.0
31627.46875,-10084.5107421875
30929.46875,-10356.21875
30051.5625,-10566.671875
29243.30078125,-10592.234375
28573.33984375,-10574.66015625
28123.65625,-10503.7783203125
27973.69140625,-10361.12109375
27908.4765625,-10187.8916015625
27894.943359375,-9993.5615234375
27927.7890625,-9768.375
27972.14453125,-9519.828125
28003.453125,-9247.873046875
27982.57421875,-8953.91796875
27860.287109375,-8644.0458984375
27590.19921875,-8334.6259765625
27147.458984375,-8056.193359375
26541.6796875,-7857.06640625
25764.912109375,-7811.5771484375
24616.421875,-8039.86181640625
22721.36328125,-8665.3857421875
20093.28125,-9625.9296875
19690.828125,-9405.5
19297.953125,-9211.03125
18907.515625,-9040.8203125
