v,112
-514.6397705078125,19.497581481933594,0.000266483286395669
-514.6397705078125,-19.497661590576172,0.000266483286395669
0.00021318662038538605,-19.497604370117188,-428.866455078125
0.00021318662038538605,19.497638702392578,-428.866455078125
-0.00021318662038538605,19.497604370117188,428.866455078125
-0.00021318662038538605,-19.497638702392578,428.866455078125
514.6397705078125,-19.497581481933594,-0.000266483286395669
514.6397705078125,19.497661590576172,-0.000266483286395669
-514.6397705078125,194.1400604248047,0.000266483286395669
-514.6397705078125,155.1448211669922,0.000266483286395669
0.00021318662038538605,155.14486694335938,-428.866455078125
0.00021318662038538605,194.14012145996094,-428.866455078125
-0.00021318662038538605,194.1400909423828,428.866455078125
-0.00021318662038538605,155.1448516845703,428.866455078125
514.6397705078125,155.1448974609375,-0.000266483286395669
514.6397705078125,194.14013671875,-0.000266483286395669
-428.866455078125,368.78253173828125,0.000266483286395669
-428.866455078125,329.78729248046875,0.000266483286395669
0.00021318662038538605,329.7873229980469,-428.866455078125
0.00021318662038538605,368.7825927734375,-428.866455078125
-0.00021318662038538605,368.7825927734375,428.866455078125
-0.00021318662038538605,329.7873229980469,428.866455078125
428.866455078125,329.7873840332031,-0.000266483286395669
428.866455078125,368.7826232910156,-0.000266483286395669
-214.4332275390625,543.4249877929688,0.000266483286395669
-214.4332275390625,504.42974853515625,0.000266483286395669
0.00021318662038538605,504.4298095703125,-428.866455078125
0.00021318662038538605,543.425048828125,-428.866455078125
-0.00021318662038538605,543.425048828125,428.866455078125
-0.00021318662038538605,504.4298095703125,428.866455078125
214.4332275390625,504.42987060546875,-0.000266483286395669
214.4332275390625,543.4251098632812,-0.000266483286395669
-428.866455078125,-155.1448974609375,0.000266483286395669
-428.866455078125,-194.14013671875,0.000266483286395669
0.00021318662038538605,-194.1400909423828,-428.866455078125
0.00021318662038538605,-155.1448516845703,-428.866455078125
-0.00021318662038538605,-155.14486694335938,428.866455078125
-0.00021318662038538605,-194.14012145996094,428.866455078125
428.866455078125,-194.1400604248047,-0.000266483286395669
428.866455078125,-155.1448211669922,-0.000266483286395669
-214.4332275390625,-329.7873840332031,0.000266483286395669
-214.4332275390625,-368.7826232910156,0.000266483286395669
0.00021318662038538605,-368.7825927734375,-428.866455078125
0.00021318662038538605,-329.7873229980469,-428.866455078125
-0.00021318662038538605,-329.7873229980469,428.866455078125
-0.00021318662038538605,-368.7825927734375,428.866455078125
214.4332275390625,-368.78253173828125,-0.000266483286395669
